Date,Couleur,Resultat,Methode,Mon_elo,Elo_adversaire,Type_partie,Ouverture,Annee,Mois,Jour_semaine,Heure,Diff_elo,Ouverture_principale
2025-11-11 14:27:01,Noirs,Victoire,Échec et mat,607,424,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,11,Tuesday,14,183,Sicilian Defense
2025-11-11 14:36:06,Noirs,Victoire,Abandon,618,745,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,11,Tuesday,14,-127,Sicilian Defense
2025-11-11 16:46:41,Blancs,Victoire,Échec et mat,623,459,blitz,Queens Gambit Accepted 3.Nc3,2025,11,Tuesday,16,164,Queens Gambit
2025-11-11 16:52:24,Noirs,Défaite,Abandon,615,639,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,11,Tuesday,16,-24,Sicilian Defense
2025-11-11 19:06:08,Blancs,Défaite,Échec et mat,609,709,blitz,Queens Gambit Declined Austrian Variation 3.cxd5 Qxd5,2025,11,Tuesday,19,-100,Queens Gambit
2025-11-11 19:11:15,Noirs,Victoire,Échec et mat,613,419,blitz,Sicilian Defense,2025,11,Tuesday,19,194,Sicilian Defense
2025-11-11 19:17:23,Blancs,Victoire,Temps écoulé,622,669,blitz,Queens Gambit Accepted Central Variation Greco Variation,2025,11,Tuesday,19,-47,Queens Gambit
2025-11-11 19:24:04,Noirs,Victoire,Temps écoulé,629,552,blitz,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6 4.e3,2025,11,Tuesday,19,77,Queens Pawn
2025-11-11 19:26:43,Blancs,Défaite,Abandon,618,496,blitz,Slav Defense Exchange Variation 3...cxd5 4.Nf3 Nc6 5.Nc3,2025,11,Tuesday,19,122,Slav Defense
2025-11-11 19:47:45,Blancs,Défaite,Abandon,614,833,blitz,Sicilian Defense...3.Bc4 Nf6 4.d3 Nc6 5.c3,2025,11,Tuesday,19,-219,Sicilian Defense...3.Bc4
2025-11-12 12:58:43,Noirs,Victoire,Échec et mat,625,733,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,11,Wednesday,12,-108,Sicilian Defense
2025-11-12 13:01:39,Noirs,Victoire,Abandon,636,766,blitz,Old Benoni Defense,2025,11,Wednesday,13,-130,Old Benoni
2025-11-12 13:09:27,Noirs,Victoire,Échec et mat,646,696,blitz,Alapin Sicilian Defense 2...Nc6 3.Nf3,2025,11,Wednesday,13,-50,Alapin Sicilian
2025-11-12 13:14:56,Blancs,Victoire,Partie abandonnée,656,683,blitz,Queens Gambit Accepted Central Variation Modern Defense,2025,11,Wednesday,13,-27,Queens Gambit
2025-11-12 13:17:56,Blancs,Défaite,Abandon,652,869,blitz,Old Benoni Defense 2.c3 Nf6,2025,11,Wednesday,13,-217,Old Benoni
2025-11-12 18:44:22,Noirs,Victoire,Temps écoulé,577,141,bullet,Sicilian Defense Staunton Cochrane Variation,2025,11,Wednesday,18,436,Sicilian Defense
2025-11-12 18:44:51,Blancs,Victoire,Temps écoulé,578,251,bullet,Queens Pawn Opening Anglo Slav Opening 3.Nc3,2025,11,Wednesday,18,327,Queens Pawn
2025-11-12 18:45:23,Blancs,Victoire,Temps écoulé,580,573,bullet,Clemenz Opening 1...e5,2025,11,Wednesday,18,7,Clemenz Opening
2025-11-12 18:47:38,Noirs,Victoire,Temps écoulé,582,542,bullet,Van t Kruijs Opening 1...c5,2025,11,Wednesday,18,40,Van t
2025-11-12 18:48:05,Blancs,Défaite,Temps écoulé,581,801,bullet,Scandinavian Defense,2025,11,Wednesday,18,-220,Scandinavian Defense
2025-11-12 19:07:05,Blancs,Victoire,Abandon,666,967,blitz,Caro Kann Defense Advance Van der Wiel Attack 4...e6,2025,11,Wednesday,19,-301,Caro Kann
2025-11-12 19:10:29,Noirs,Défaite,Temps écoulé,856,836,rapid,Sicilian Defense Old Sicilian Variation 3.c4,2025,11,Wednesday,19,20,Sicilian Defense
2025-11-12 19:14:08,Blancs,Défaite,Échec et mat,664,976,blitz,Queens Gambit Declined Modern Variation 4...Bb4,2025,11,Wednesday,19,-312,Queens Gambit
2025-11-12 19:20:30,Noirs,Défaite,Abandon,663,1093,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,11,Wednesday,19,-430,Sicilian Defense
2025-11-13 00:32:53,Blancs,Nulle,Répétition,667,851,blitz,Queens Gambit Declined Modern Variation,2025,11,Thursday,0,-184,Queens Gambit
2025-11-13 00:34:21,Noirs,Victoire,Abandon,670,430,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,11,Thursday,0,240,Sicilian Defense
2025-11-13 00:38:29,Noirs,Victoire,Échec et mat,672,264,blitz,Polish Opening 1...d5,2025,11,Thursday,0,408,Polish Opening
2025-11-13 00:43:43,Blancs,Défaite,Abandon,662,613,blitz,French Defense Knight Variation,2025,11,Thursday,0,49,French Defense
2025-11-13 00:47:55,Noirs,Défaite,Abandon,659,942,blitz,Sicilian Defense McDonnell Attack 2...Nc6,2025,11,Thursday,0,-283,Sicilian Defense
2025-11-13 00:51:41,Noirs,Victoire,Partie abandonnée,662,373,blitz,Queens Pawn Opening Torre Attack,2025,11,Thursday,0,289,Queens Pawn
2025-11-13 01:00:15,Blancs,Victoire,Échec et mat,668,581,blitz,Slav Defense Modern Line 3...dxc4 4.Nc3,2025,11,Thursday,1,87,Slav Defense
2025-11-13 01:04:44,Blancs,Défaite,Échec et mat,660,680,blitz,Grunfeld Defense Stockholm Variation 4...Bg7,2025,11,Thursday,1,-20,Grunfeld Defense
2025-11-15 18:04:27,Blancs,Défaite,Abandon,659,1120,blitz,Queens Gambit Accepted Central Variation,2025,11,Saturday,18,-461,Queens Gambit
2025-11-15 18:08:02,Noirs,Défaite,Échec et mat,659,1535,blitz,Sicilian Defense McDonnell Attack 2...Nc6 3.Nf3,2025,11,Saturday,18,-876,Sicilian Defense
2025-11-16 16:24:55,Noirs,Victoire,Partie abandonnée,661,296,blitz,Sicilian Defense,2025,11,Sunday,16,365,Sicilian Defense
2025-11-16 16:26:11,Blancs,Victoire,Échec et mat,665,470,blitz,Queens Pawn Opening Wade Defense 3.e4,2025,11,Sunday,16,195,Queens Pawn
2025-11-16 16:36:22,Noirs,Défaite,Échec et mat,658,719,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,11,Sunday,16,-61,Sicilian Defense
2025-11-18 01:37:29,Noirs,Nulle,Accord mutuel,658,637,blitz,Sicilian Defense Bowdler Attack 2...e6 3.Nc3,2025,11,Tuesday,1,21,Sicilian Defense
2025-11-18 01:40:11,Blancs,Victoire,Partie abandonnée,666,665,blitz,Tarrasch Defense 4.cxd5,2025,11,Tuesday,1,1,Tarrasch Defense
2025-11-18 17:34:15,Noirs,Défaite,Abandon,662,876,blitz,Indian Game 2.Bf4 d6 3.e3,2025,11,Tuesday,17,-214,Indian Game
2025-11-18 17:43:07,Blancs,Défaite,Échec et mat,649,548,blitz,Slav Defense Slav Gambit Alekhine Attack 4...b5,2025,11,Tuesday,17,101,Slav Defense
2025-11-18 17:50:10,Noirs,Victoire,Échec et mat,656,589,blitz,Queens Pawn Opening Chigorin Variation 2...e6,2025,11,Tuesday,17,67,Queens Pawn
2025-11-18 17:53:06,Noirs,Victoire,Abandon,672,1422,blitz,Sicilian Defense Taimanov Variation 5.Nc3,2025,11,Tuesday,17,-750,Sicilian Defense
2025-11-18 18:01:59,Blancs,Victoire,Abandon,687,832,blitz,Ruy Lopez Opening,2025,11,Tuesday,18,-145,Ruy Lopez
2025-11-18 18:04:42,Noirs,Défaite,Abandon,687,1422,blitz,Sicilian Defense Taimanov Variation 5.Nc3 a6 6.Nxc6 bxc6,2025,11,Tuesday,18,-735,Sicilian Defense
2025-11-18 19:54:35,Blancs,Victoire,Abandon,870,1147,rapid,Queens Gambit Declined Baltic Defense,2025,11,Tuesday,19,-277,Queens Gambit
2025-11-18 19:58:57,Noirs,Victoire,Abandon,871,337,rapid,Tarrasch Defense 4.Nf3 cxd4 5.Nxd4,2025,11,Tuesday,19,534,Tarrasch Defense
2025-11-18 20:04:18,Blancs,Victoire,Partie abandonnée,871,102,rapid,Kings Pawn Opening 1...e5,2025,11,Tuesday,20,769,Kings Pawn
2025-11-18 20:14:21,Blancs,Défaite,Échec et mat,871,2017,rapid,Alapin Sicilian Defense 2...d6 3.d4 Nd7 4.Nf3,2025,11,Tuesday,20,-1146,Alapin Sicilian
2025-11-18 21:54:40,Noirs,Nulle,Temps (matériel insuffisant),879,1585,rapid,Indian Game 2.Bf4 b6,2025,11,Tuesday,21,-706,Indian Game
2025-11-19 12:53:57,Blancs,Victoire,Partie abandonnée,885,778,rapid,Ruy Lopez Opening Morphy Defense Deferred Classical Defense 5.O O,2025,11,Wednesday,12,107,Ruy Lopez
2025-11-19 13:01:05,Noirs,Victoire,Abandon,889,682,rapid,Queens Pawn Opening Krause Variation 3.dxc5 e6,2025,11,Wednesday,13,207,Queens Pawn
2025-11-19 13:15:14,Blancs,Victoire,Abandon,897,880,rapid,Alapin Sicilian Defense 2...e6 3.Nf3,2025,11,Wednesday,13,17,Alapin Sicilian
2025-11-19 13:35:48,Noirs,Défaite,Abandon,889,920,rapid,Sicilian Defense Taimanov Variation 5.Nc3,2025,11,Wednesday,13,-31,Sicilian Defense
2025-11-19 16:54:54,Blancs,Victoire,Abandon,899,957,rapid,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...e6 4.c3,2025,11,Wednesday,16,-58,Sicilian Defense
2025-11-19 17:00:46,Noirs,Victoire,Échec et mat,906,861,rapid,Sicilian Defense Old Sicilian Variation 3.d3 d6,2025,11,Wednesday,17,45,Sicilian Defense
2025-11-19 17:04:39,Blancs,Défaite,Échec et mat,899,941,rapid,Ruy Lopez Opening Berlin Beverwijk Variation 5.d3,2025,11,Wednesday,17,-42,Ruy Lopez
2025-11-19 17:15:24,Blancs,Victoire,Échec et mat,907,887,rapid,Reti Opening Kingside Fianchetto Variation 2.e4,2025,11,Wednesday,17,20,Reti Opening
2025-11-19 17:32:48,Noirs,Victoire,Partie abandonnée,913,807,rapid,Queens Gambit Declined Albin Countergambit,2025,11,Wednesday,17,106,Queens Gambit
2025-11-20 09:41:22,Noirs,Victoire,Temps écoulé,695,680,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,11,Thursday,9,15,Sicilian Defense
2025-11-20 09:42:49,Blancs,Victoire,Abandon,703,688,blitz,Ruy Lopez Opening Morphy Defense Caro Variation 5.Bb3,2025,11,Thursday,9,15,Ruy Lopez
2025-11-20 11:00:20,Blancs,Défaite,Abandon,475,671,blitz,Inconnue,2025,11,Thursday,11,-196,Inconnue
2025-11-20 11:04:44,Blancs,Défaite,Abandon,692,586,blitz,French Defense Knight Variation,2025,11,Thursday,11,106,French Defense
2025-11-20 11:06:31,Noirs,Défaite,Abandon,686,795,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,11,Thursday,11,-109,Sicilian Defense
2025-11-20 11:13:05,Noirs,Victoire,Échec et mat,692,567,blitz,Reti Opening Kings Indian Attack Symmetrical Defense 3.Bg2 Bg7,2025,11,Thursday,11,125,Reti Opening
2025-11-20 11:15:04,Blancs,Victoire,Échec et mat,693,289,blitz,Kings Pawn Opening Latvian Gambit,2025,11,Thursday,11,404,Kings Pawn
2025-11-20 11:17:18,Noirs,Victoire,Abandon,694,198,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,11,Thursday,11,496,Sicilian Defense
2025-11-20 11:21:26,Blancs,Défaite,Échec et mat,688,791,blitz,Philidor Defense 3.Bc4,2025,11,Thursday,11,-103,Philidor Defense
2025-11-20 15:06:19,Noirs,Défaite,Abandon,903,849,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,11,Thursday,15,54,Sicilian Defense
2025-11-20 15:13:48,Noirs,Défaite,Abandon,895,905,rapid,Sicilian Defense Canal Attack 3...Nc6 4.d4 cxd4 5.Nxd4,2025,11,Thursday,15,-10,Sicilian Defense
2025-11-20 15:52:40,Blancs,Défaite,Échec et mat,683,824,blitz,Ruy Lopez Opening Birds Defense 4.Nxd4 exd4 5.O O,2025,11,Thursday,15,-141,Ruy Lopez
2025-11-20 15:55:28,Blancs,Victoire,Abandon,694,804,blitz,Ruy Lopez Opening Cozio Defense 4.O O a6 5.Ba4,2025,11,Thursday,15,-110,Ruy Lopez
2025-11-20 16:03:58,Noirs,Défaite,Abandon,685,660,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,11,Thursday,16,25,Sicilian Defense
2025-11-20 17:15:36,Blancs,Défaite,Échec et mat,892,1158,rapid,Caro Kann Defense 2.Nf3 d5 3.d3,2025,11,Thursday,17,-266,Caro Kann
2025-11-20 17:21:44,Noirs,Défaite,Abandon,892,1510,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,11,Thursday,17,-618,Sicilian Defense
2025-11-20 17:23:46,Blancs,Défaite,Abandon,881,783,rapid,Kings Pawn Opening Latvian Mlotkowski Variation,2025,11,Thursday,17,98,Kings Pawn
2025-11-20 19:52:23,Blancs,Défaite,Échec et mat,880,1434,rapid,Indian Game East Indian Przepiorka Variation 3...Bg7 4.Bg2,2025,11,Thursday,19,-554,Indian Game
2025-11-20 19:54:20,Noirs,Victoire,Échec et mat,881,253,rapid,Mieses Opening 1...d5,2025,11,Thursday,19,628,Mieses Opening
2025-11-20 19:55:45,Noirs,Victoire,Abandon,894,1137,rapid,Sicilian Defense 2.Nf3 d6 3.Bc4 Nf6 4.Qe2,2025,11,Thursday,19,-243,Sicilian Defense
2025-11-20 20:04:52,Noirs,Défaite,Échec et mat,894,1495,rapid,Sicilian Defense 2.Nf3 d6 3.Bc4 Nc6 4.O O,2025,11,Thursday,20,-601,Sicilian Defense
2025-11-20 20:14:31,Noirs,Victoire,Échec et mat,894,356,rapid,Queens Pawn Opening 1...d5 2.e3 c5,2025,11,Thursday,20,538,Queens Pawn
2025-11-20 20:22:31,Blancs,Victoire,Échec et mat,894,356,rapid,Queens Gambit,2025,11,Thursday,20,538,Queens Gambit
2025-11-20 20:39:11,Noirs,Nulle,Pat,894,356,rapid,Sicilian Defense Open Accelerated Dragon Modern Variation 5...Bg7 6.Nb3 Nf6,2025,11,Thursday,20,538,Sicilian Defense
2025-11-20 21:12:26,Blancs,Victoire,Échec et mat,899,757,rapid,Kings Pawn Opening Kings Knight Latvian Gambit Accepted,2025,11,Thursday,21,142,Kings Pawn
2025-11-20 21:15:30,Blancs,Victoire,Échec et mat,899,175,rapid,Alapin Sicilian Defense 2...e5 3.Nf3,2025,11,Thursday,21,724,Alapin Sicilian
2025-11-20 21:28:55,Blancs,Victoire,Échec et mat,903,705,rapid,Philidor Defense,2025,11,Thursday,21,198,Philidor Defense
2025-11-21 09:48:02,Noirs,Victoire,Temps écoulé,685,478,blitz,Undefined,2025,11,Friday,9,207,Undefined
2025-11-21 09:58:13,Noirs,Victoire,Échec et mat,685,478,blitz,Sicilian Defense,2025,11,Friday,9,207,Sicilian Defense
2025-11-22 17:32:07,Noirs,Victoire,Échec et mat,693,686,blitz,Clemenz Opening,2025,11,Saturday,17,7,Clemenz Opening
2025-11-23 00:42:45,Noirs,Victoire,Temps écoulé,701,704,blitz,Sicilian Defense 2.d3 Nc6,2025,11,Sunday,0,-3,Sicilian Defense
2025-11-23 01:14:53,Noirs,Défaite,Abandon,693,729,blitz,Indian Game 2.Bf4 d6 3.Nf3,2025,11,Sunday,1,-36,Indian Game
2025-11-24 10:37:54,Blancs,Victoire,Échec et mat,910,804,rapid,Owens Defense,2025,11,Monday,10,106,Owens Defense
2025-11-24 10:55:08,Noirs,Victoire,Temps écoulé,919,939,rapid,Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3 Nf6,2025,11,Monday,10,-20,Caro Kann
2025-11-24 10:59:32,Blancs,Défaite,Abandon,916,1179,rapid,Ruy Lopez Opening Morphy Defense Tarrasch Variation 5...d6,2025,11,Monday,10,-263,Ruy Lopez
2025-11-24 11:04:15,Blancs,Défaite,Échec et mat,905,779,rapid,French Defense Advance Variation 3...c5 4.c3 Ne7 5.Nf3,2025,11,Monday,11,126,French Defense
2025-11-24 11:11:55,Blancs,Défaite,Échec et mat,892,630,rapid,Semi Slav Defense Anti Meran Gambit,2025,11,Monday,11,262,Semi Slav
2025-11-24 12:08:25,Noirs,Défaite,Abandon,882,833,rapid,Sicilian Defense Open Scheveningen Sozin Attack 6...Nc6 7.O O,2025,11,Monday,12,49,Sicilian Defense
2025-11-24 14:22:07,Blancs,Victoire,Échec et mat,883,449,rapid,English Opening Four Knights Variation 4.d4,2025,11,Monday,14,434,English Opening
2025-11-24 14:31:46,Noirs,Défaite,Échec et mat,880,1149,rapid,Sicilian Defense Staunton Cochrane Variation 2...Nc6 3.Nc3 g6,2025,11,Monday,14,-269,Sicilian Defense
2025-11-24 16:13:48,Noirs,Victoire,Échec et mat,881,250,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,11,Monday,16,631,Sicilian Defense
2025-11-24 16:16:03,Blancs,Défaite,Abandon,881,1616,rapid,Caro Kann Defense 2.Nf3,2025,11,Monday,16,-735,Caro Kann
2025-11-24 16:21:32,Noirs,Victoire,Échec et mat,882,460,rapid,Sicilian Defense Open Accelerated Dragon Modern Variation 5...Bg7,2025,11,Monday,16,422,Sicilian Defense
2025-11-24 16:29:19,Blancs,Défaite,Abandon,881,1457,rapid,Nimzo Indian Defense Leningrad Variation 4...h6,2025,11,Monday,16,-576,Nimzo Indian
2025-11-25 11:20:28,Blancs,Victoire,Abandon,882,421,rapid,Kings Pawn Opening Adams Defense 2.d4,2025,11,Tuesday,11,461,Kings Pawn
2025-11-25 11:27:00,Noirs,Victoire,Échec et mat,883,235,rapid,French Defense Exchange Variation 3...exd5 4.Nf3 Bg4,2025,11,Tuesday,11,648,French Defense
2025-11-25 11:38:30,Noirs,Victoire,Abandon,897,1196,rapid,Reti Opening Kings Indian Attack Symmetrical Defense...4.O O O O 5.d3 d6 6.c4,2025,11,Tuesday,11,-299,Reti Opening
2025-11-25 11:51:01,Blancs,Défaite,Abandon,896,1331,rapid,Ruy Lopez Opening Old Steinitz Defense 4.O O Bd7,2025,11,Tuesday,11,-435,Ruy Lopez
2025-11-25 14:00:53,Blancs,Défaite,Abandon,693,478,blitz,Reti Opening Queenside Fianchetto Variation 2.e4 Bb7,2025,11,Tuesday,14,215,Reti Opening
2025-11-25 14:02:20,Noirs,Défaite,Échec et mat,693,478,blitz,Sicilian Defense,2025,11,Tuesday,14,215,Sicilian Defense
2025-11-25 14:14:00,Blancs,Nulle,Répétition,693,478,blitz,Scandinavian Defense,2025,11,Tuesday,14,215,Scandinavian Defense
2025-11-25 14:42:39,Blancs,Défaite,Temps écoulé,581,1902,bullet,Reti Opening Queenside Fianchetto Variation 2.e4,2025,11,Tuesday,14,-1321,Reti Opening
2025-11-25 14:43:12,Noirs,Défaite,Temps écoulé,577,422,bullet,Reti Opening Sicilian Invitation,2025,11,Tuesday,14,155,Reti Opening
2025-11-25 14:43:55,Noirs,Victoire,Temps écoulé,577,109,bullet,Mieses Opening 1...d5,2025,11,Tuesday,14,468,Mieses Opening
2025-11-25 15:52:09,Noirs,Nulle,Répétition,698,911,blitz,Sicilian Defense Open Accelerated Dragon Modern Variation 5...Bg7,2025,11,Tuesday,15,-213,Sicilian Defense
2025-11-25 16:09:52,Blancs,Défaite,Abandon,688,608,blitz,Caro Kann Defense 2.Nf3 d5 3.exd5 cxd5,2025,11,Tuesday,16,80,Caro Kann
2025-11-25 16:22:15,Blancs,Défaite,Abandon,679,657,blitz,Caro Kann Defense 2.f4 d5,2025,11,Tuesday,16,22,Caro Kann
2025-11-25 16:27:24,Noirs,Victoire,Échec et mat,682,431,blitz,Reti Opening 1...d5,2025,11,Tuesday,16,251,Reti Opening
2025-11-25 16:34:17,Blancs,Défaite,Abandon,672,622,blitz,Ruy Lopez Opening Berlin Improved Steinitz Defense,2025,11,Tuesday,16,50,Ruy Lopez
2025-11-26 11:54:11,Blancs,Victoire,Abandon,680,661,blitz,Sicilian Defense French Variation 3.d3 Nc6 4.c3 d5,2025,11,Wednesday,11,19,Sicilian Defense
2025-11-26 11:57:48,Noirs,Victoire,Échec et mat,688,681,blitz,Sicilian Defense,2025,11,Wednesday,11,7,Sicilian Defense
2025-11-27 11:35:51,Noirs,Défaite,Abandon,895,1442,rapid,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,11,Thursday,11,-547,Sicilian Defense
2025-11-27 14:55:50,Blancs,Victoire,Échec et mat,903,890,rapid,Scandinavian Defense,2025,11,Thursday,14,13,Scandinavian Defense
2025-11-27 15:00:21,Blancs,Défaite,Abandon,896,963,rapid,Alapin Sicilian Defense 2...Nc6 3.Nf3,2025,11,Thursday,15,-67,Alapin Sicilian
2025-11-27 15:03:30,Noirs,Victoire,Échec et mat,904,893,rapid,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4,2025,11,Thursday,15,11,Queens Pawn
2025-11-27 15:42:28,Blancs,Victoire,Échec et mat,690,263,blitz,Scandinavian Defense,2025,11,Thursday,15,427,Scandinavian Defense
2025-11-27 15:47:32,Blancs,Victoire,Abandon,699,743,blitz,Ruy Lopez Opening Morphy Defense Anderssen Variation 5...b5 6.Bb3,2025,11,Thursday,15,-44,Ruy Lopez
2025-11-27 15:55:36,Noirs,Victoire,Abandon,705,620,blitz,Sicilian Defense Staunton Cochrane Variation...3.Nc3 g6 4.d3 Bg7,2025,11,Thursday,15,85,Sicilian Defense
2025-11-27 16:05:48,Blancs,Victoire,Temps écoulé,710,507,blitz,Reti Opening Kingside Fianchetto Variation 2.e4 Bg7,2025,11,Thursday,16,203,Reti Opening
2025-11-27 21:56:22,Noirs,Défaite,Échec et mat,702,732,blitz,Queens Pawn Opening Zukertort Variation 2...c6 3.e3,2025,11,Thursday,21,-30,Queens Pawn
2025-11-27 22:03:30,Noirs,Défaite,Abandon,695,759,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,11,Thursday,22,-64,Sicilian Defense
2025-11-27 22:12:12,Blancs,Victoire,Abandon,706,820,blitz,Ruy Lopez Opening Berlin Defense 4.d3 d6 5.O O,2025,11,Thursday,22,-114,Ruy Lopez
2025-11-28 15:48:32,Noirs,Victoire,Abandon,710,506,blitz,Queens Pawn Opening Accelerated London System...3.e3 c6 4.c4 e6,2025,11,Friday,15,204,Queens Pawn
2025-11-28 15:50:13,Blancs,Défaite,Abandon,702,727,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,11,Friday,15,-25,Sicilian Defense
2025-11-29 01:21:00,Noirs,Défaite,Abandon,695,760,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,11,Saturday,1,-65,Sicilian Defense
2025-11-29 01:23:04,Noirs,Défaite,Abandon,688,752,blitz,Nimzowitsch Larsen Attack Modern Variation...3.e3 d5 4.Bb5 Bd6 5.Nf3,2025,11,Saturday,1,-64,Nimzowitsch Larsen
2025-11-29 01:29:43,Blancs,Défaite,Échec et mat,687,1089,blitz,Ruy Lopez Opening Old Steinitz Defense 4.O O Bd7,2025,11,Saturday,1,-402,Ruy Lopez
2025-11-29 01:59:43,Blancs,Victoire,Temps écoulé,695,663,blitz,Pirc Defense Modern Defense Geller System 2...g6,2025,11,Saturday,1,32,Pirc Defense
2025-11-29 19:36:12,Blancs,Victoire,Abandon,703,677,blitz,Petrovs Defense,2025,11,Saturday,19,26,Petrovs Defense
2025-11-30 11:08:13,Noirs,Victoire,Échec et mat,711,676,blitz,Queens Pawn Opening Zukertort Variation 2...c6 3.c3,2025,11,Sunday,11,35,Queens Pawn
2025-12-01 13:47:23,Noirs,Défaite,Abandon,702,696,blitz,Closed Sicilian Defense Traditional Line 3.Nf3,2025,12,Monday,13,6,Closed Sicilian
2025-12-01 13:51:59,Blancs,Victoire,Abandon,711,735,blitz,French Defense Knight Variation,2025,12,Monday,13,-24,French Defense
2025-12-01 13:58:55,Noirs,Défaite,Abandon,702,665,blitz,Sicilian Defense,2025,12,Monday,13,37,Sicilian Defense
2025-12-02 17:06:17,Blancs,Victoire,Abandon,714,859,blitz,Ruy Lopez Opening,2025,12,Tuesday,17,-145,Ruy Lopez
2025-12-02 17:06:48,Noirs,Victoire,Partie abandonnée,717,466,blitz,Undefined,2025,12,Tuesday,17,251,Undefined
2025-12-02 17:12:15,Blancs,Défaite,Temps écoulé,715,1097,blitz,Four Knights Game Double Spanish Variation 5.O O O O,2025,12,Tuesday,17,-382,Four Knights
2025-12-03 09:39:28,Noirs,Défaite,Abandon,714,1282,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.O O,2025,12,Wednesday,9,-568,Sicilian Defense
2025-12-03 09:51:29,Blancs,Défaite,Abandon,709,835,blitz,Alapin Sicilian Defense...3.Nf3 Nc6 4.d4 cxd4 5.cxd4,2025,12,Wednesday,9,-126,Alapin Sicilian
2025-12-03 10:14:09,Noirs,Victoire,Abandon,717,716,blitz,Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3 e5,2025,12,Wednesday,10,1,Pirc Defense
2025-12-03 11:19:12,Blancs,Défaite,Abandon,709,714,blitz,Queens Pawn Opening 1...d5 2.e3,2025,12,Wednesday,11,-5,Queens Pawn
2025-12-03 11:23:36,Blancs,Victoire,Échec et mat,717,721,blitz,Reti Opening Kingside Fianchetto Variation 2.e4,2025,12,Wednesday,11,-4,Reti Opening
2025-12-03 11:33:15,Noirs,Victoire,Échec et mat,725,695,blitz,English Opening Kings English Variation...3.Bg2 Bc5 4.Nc3 O O 5.e3,2025,12,Wednesday,11,30,English Opening
2025-12-03 12:19:30,Noirs,Défaite,Échec et mat,718,757,blitz,Sicilian Defense 2.Nf3 d6 3.Bc4 Nc6 4.O O,2025,12,Wednesday,12,-39,Sicilian Defense
2025-12-03 20:39:45,Blancs,Défaite,Abandon,710,713,blitz,Ruy Lopez Opening Cozio Defense 4.O O g6,2025,12,Wednesday,20,-3,Ruy Lopez
2025-12-03 20:45:43,Blancs,Défaite,Abandon,702,723,blitz,Scandinavian Defense,2025,12,Wednesday,20,-21,Scandinavian Defense
2025-12-03 20:52:57,Noirs,Défaite,Abandon,695,735,blitz,Sicilian Defense Old Sicilian Open Accelerated Dragon Variation 5.Bc4 Bg7,2025,12,Wednesday,20,-40,Sicilian Defense
2025-12-03 20:58:19,Noirs,Victoire,Échec et mat,702,663,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,12,Wednesday,20,39,Sicilian Defense
2025-12-04 14:02:05,Blancs,Victoire,Échec et mat,712,693,blitz,Vienna Game Anderssen Defense 3.Nf3 d6,2025,12,Thursday,14,19,Vienna Game
2025-12-04 14:04:44,Noirs,Victoire,Échec et mat,726,892,blitz,Sicilian Defense Bowdler Attack 2...Nc6,2025,12,Thursday,14,-166,Sicilian Defense
2025-12-04 14:07:49,Noirs,Défaite,Échec et mat,725,1177,blitz,Colle System 3...c6 4.Bd3 Bg4 5.Nbd2,2025,12,Thursday,14,-452,Colle System
2025-12-04 14:13:23,Blancs,Défaite,Temps écoulé,725,1417,blitz,Ruy Lopez Opening Berlin Defense 4.d3 d6 5.O O Be7,2025,12,Thursday,14,-692,Ruy Lopez
2025-12-04 20:31:00,Blancs,Victoire,Temps écoulé,727,128,blitz,Philidor Defense 3.Nc3,2025,12,Thursday,20,599,Philidor Defense
